36,6,27.21,1.68,0
58,6,122.84,-1.275,0
28,6,20.56,-0.075,0
30,9,48.19,2.67,0
26,7,35.8,1,0
56,6,56.68,-0.71,0
34,6,103.84,-2.715,0
34,4,51.39,-16.585,0
66,9,30,0.015,0
62,6,30.3,0.48,0
46,4,34.18,1.29,0
50,5,71.6,5.745,0
52,5,50,-1.595,0
40,3,29.3,-0.005,0
34,9,48.55,1.68,0
48,6,44.48,2.695,0
52,9,35.57,-0.18,0
28,6,72.09,0.115,0
46,6,130.76,-2.46,0
60,3,11.37,2.265,0
42,9,111.24,-2.9,0
60,6,56.12,1.935,0
34,8,40.7,-1.495,0
32,4,39.51,2.52,0
28,8,154.7,-8.21,0
30,7,34.17,-1.415,0
62,6,32.49,0,0
40,9,101.15,11.28,0
42,4,35.28,0.575,0
44,9,29.63,-0.385,0
42,4,35.61,1.05,0
26,7,51.15,-1.67,0
40,8,51.14,-0.63,0
36,3,51.67,-5.925,0
42,5,73.39,-2.31,0
56,7,32.5,1.52,0
42,6,34.67,0.255,0
54,6,59.97,1.515,0
30,6,117.89,5.065,0
46,6,10,-0.17,0
54,7,61.92,-3.235,0
36,2,77.15,1.94,0
64,7,30,1.48,0
34,6,32.69,0,0
48,6,67.38,-0.14,0
34,6,181.56,-0.6,0
66,7,29.49,-0.61,0
44,5,17.24,0.075,0
68,7,16.29,-0.01,0
58,7,98.78,12.14,0
38,7,94.95,-2.15,0
64,9,11.91,2.925,0
54,7,75.25,-1.33,0
54,8,34.99,1.005,0
58,4,32.97,-4.09,0
50,7,51.99,3.76,0
42,8,25.22,-0.435,0
54,4,53.88,-2.6,0
30,6,35.48,0.665,0
48,5,39.01,-0.605,0
42,6,70.64,-2.915,0
36,6,50.65,-1.005,0
32,3,74.58,1.515,0
36,5,87.65,-0.915,0
44,7,30.51,1.245,0
50,7,37.65,3.63,0
32,6,103.29,-6.315,0
44,4,67.36,-4.075,0
60,9,42.49,-0.675,0
26,4,37.62,-1.455,0
46,6,77.13,-1.545,0
50,3,67.86,6.53,0
34,5,45.53,1.065,0
34,3,45.94,1.095,0
36,7,30,1,0
48,8,75,-1.25,0
50,6,17.15,0.045,0
44,6,51.97,-1.2,0
62,9,25.74,-0.68,0
58,5,53.31,-1.245,0
68,8,51.15,-2.48,0
34,9,44.31,-2.07,0
38,4,175.86,6.95,0
26,7,209.65,13.27,0
44,7,40.34,-2.58,0
52,7,78.88,7.355,0
48,9,76.7,2.86,0
20,3,71.98,2.175,0
56,8,42.11,0.035,0
50,6,32.85,-0.35,0
46,1,68.74,1.685,0
52,6,53.24,1.145,0
22,4,172.96,-4.835,0
36,9,316.55,-10.675,0
38,7,39.99,-0.45,0
58,6,78.25,2.705,0
36,6,79.64,4.655,0
50,3,36.7,1.83,0
26,7,71.45,0.97,0
58,6,47.37,1.005,0
44,6,111.85,-7.83,0
32,8,58.05,0.185,0
38,6,189.83,-14.515,0
32,8,46.38,1.415,0
54,6,77.93,3.365,0
44,9,56.61,1.375,0
84,2,28.02,0.905,0
42,5,74.99,-3.05,0
58,8,29.99,0.395,0
20,5,38.89,-0.8,0
36,7,30.47,-0.405,0
46,6,35.5,-0.44,0
48,5,54.91,0.48,0
62,9,31.04,-0.665,0
62,5,52.97,-0.92,0
58,9,30,0.475,0
46,9,73.17,-3.005,0
54,9,89.72,-0.69,0
66,3,30.67,-0.055,0
60,6,61.59,-1.48,0
42,7,50.24,1.515,0
64,5,81.57,1.075,0
38,3,45.74,-0.065,0
46,9,68.35,-3.24,0
50,9,34.11,-0.1,0
48,4,79.87,-3.985,0
34,7,31.14,-0.55,0
46,6,18.82,0.145,0
58,3,77.23,7.175,0
26,5,52.53,-1.02,0
68,9,36.17,0.675,0
46,5,189.94,8.1,0
66,3,30.75,-0.11,0
42,3,77.29,0.64,0
50,6,42.49,-0.185,0
50,7,60.96,6.725,0
40,6,69.5,-1.605,0
30,6,41.79,-1.875,0
62,9,42.6,12.03,0
38,9,39.93,2.345,0
70,7,53.47,0.775,0
28,1,22.01,-0.69,0
60,9,141.76,0.295,0
44,8,141.21,3.295,0
26,5,34.64,-1.685,0
46,7,53.97,-0.725,0
38,9,30.24,-0.15,0
48,9,76.23,-1.365,0
50,8,17.09,-0.785,0
56,6,66.57,-1.36,0
30,3,52.32,1.255,0
24,4,71.04,7.82,0
54,5,38.72,6.56,0
34,6,52.56,0.565,0
54,6,12,-0.58,0
28,5,71.12,-19.13,0
46,6,78.47,2.515,0
44,6,31.15,-0.115,0
34,6,102.18,-4.32,0
42,6,30.49,-0.02,0
42,7,30.26,0.975,0
50,8,18.25,0.865,0
50,6,49.13,-1.08,0
44,2,78.95,6.025,0
32,3,51.77,-1.43,0
56,9,28.75,-0.61,0
24,1,139.92,2.98,0
52,2,40.3,-1.4,0
44,7,78.26,-7.455,0
30,5,30,1.29,0
34,8,119.3,4.72,0
40,1,29.99,0.065,0
46,6,35.24,0.08,0
34,6,76.72,0.475,0
24,3,71.07,-2.5,0
30,7,61.97,0.345,0
28,6,51.5,0.515,0
60,6,41.29,1.525,0
52,6,29.99,0.045,0
54,7,54.83,3.94,0
30,3,65.83,12.735,0
42,4,20.86,0.09,0
32,6,60.23,3.3,0
66,8,61.17,-1.99,0
50,9,133.39,3.9,0
44,6,58.74,-3.02,0
60,6,50.49,8.43,0
48,4,50.23,6.675,0
34,4,34.99,-2.01,0
54,9,29.99,-0.47,0
40,6,11.07,0.83,0
38,6,19.42,0.025,0
32,9,84.86,1.76,0
60,5,46.85,1.6,0
54,8,52.74,0.1,0
32,6,30.98,0.75,0
36,8,64.74,-2.64,0
44,6,30,0.495,0
38,8,20.24,0,0
24,6,36.72,0.105,0
26,6,41.73,-1.8,0
56,9,37.29,0.7,0
54,6,39.31,1.495,0
58,9,60.53,-0.09,0
34,6,71.46,4.085,0
52,3,45.25,-0.355,0
46,6,23.79,-0.365,0
48,7,34.99,1.08,0
38,1,137.24,-6.05,0
52,8,54.56,0.59,0
46,9,50.24,-0.035,0
54,6,47.84,3.43,0
30,6,17.95,0.37,0
36,6,30.28,1.145,0
38,6,75.91,2.825,0
58,4,48.2,-0.995,0
24,2,86.5,-2.545,0
28,6,91.52,2.42,0
48,7,35.77,-4.3,0
60,3,33.14,-0.295,0
48,6,50.19,0.19,0
58,4,79.07,4.09,0
52,6,33.34,0.105,0
38,5,77.24,1.795,0
46,7,35.68,-2.595,0
52,7,148.82,-2.68,0
36,6,10,0.19,0
28,6,19.68,-7.42,0
32,8,150.77,-0.29,0
46,9,68.62,-4.245,0
30,3,38.08,1.86,0
42,6,84.54,0.235,0
22,3,107.67,9.245,0
32,6,48.6,6.71,0
36,7,17.28,2.155,0
56,3,14.28,-0.255,0
50,8,50.44,-0.1,0
38,6,47.74,3.445,0
78,6,29.99,-0.145,0
52,1,64.73,0.99,0
42,9,34.1,-2.045,0
58,7,131.67,-5.155,0
58,1,33.15,1.63,0
54,4,41.48,-0.53,0
26,6,193.09,8.515,0
32,8,32.18,-3.48,0
46,7,46.12,0.26,0
40,4,53.86,-3.865,0
30,9,30.74,-1.435,0
34,9,360.59,15.305,0
44,8,113.4,0.63,0
42,4,224.99,1.055,0
38,9,51.23,1.485,0
44,6,14.59,0.405,0
28,3,33.5,-0.755,0
78,6,30.09,0.255,0
28,1,45.73,-4.365,0
58,5,62.12,-1.805,0
86,6,34.37,-0.335,0
26,3,69.42,-0.3,0
52,8,35.75,-4.11,0
60,3,16.99,0,0
70,9,34.55,0.18,0
38,8,47.59,-2.605,0
44,9,60.07,-2.115,0
42,3,59.09,-5.075,0
42,5,37.43,-0.47,0
44,1,50.44,-0.4,0
56,9,34.99,-0.875,0
40,5,30.26,-2.54,0
52,7,265.43,0.225,0
60,9,81.87,-7.405,0
24,1,35.49,-0.485,0
58,9,94.55,-7.125,0
52,6,10.25,-0.19,0
52,9,43.57,-11.19,0
38,7,60.53,-1.94,0
40,7,53.21,0.055,0
62,7,40.42,-0.96,0
48,3,19.99,0.325,0
72,7,30.98,-0.095,0
52,9,57.42,1.47,0
52,6,33.23,-0.15,0
44,7,31.45,0.195,0
38,2,41.95,0.55,0
50,5,56.1,-1.62,0
32,6,54.7,-0.305,0
28,4,55.93,5.195,0
38,9,137.12,0.005,0
34,4,51.79,-4.545,0
34,1,49.83,2.325,0
38,7,46.51,6.24,0
38,5,51.23,-1.245,0
44,6,50.45,0.49,0
28,5,70.73,-3.43,0
44,9,38.86,1.3,0
42,1,39.01,2.085,0
54,6,43.43,2.55,0
40,5,25.38,-0.61,0
56,6,31.98,-0.345,0
32,6,45.37,-1.325,0
32,5,5.05,0,0
70,3,27.12,-1.155,0
26,5,31.73,-1.545,0
30,4,86.15,-5.62,0
44,5,85.84,-2.74,0
42,6,40.41,-1.315,0
54,9,110.36,5.82,0
58,5,76.16,-5.295,0
40,5,127.83,-2.405,0
40,6,95.32,-0.61,0
36,4,34.98,0.135,0
54,5,173.29,-1.155,0
44,6,30.81,0.185,0
40,9,250.14,2.225,0
46,6,22.67,0.285,0
46,6,44.55,4.12,0
52,7,30.25,1.48,0
70,5,53.58,-0.655,0
48,9,41.28,-0.06,0
32,1,83.75,-3.135,0
46,4,29.02,-0.26,0
54,9,96.46,2.175,0
32,6,31.96,-0.115,0
42,8,69.7,0.92,0
28,6,31.65,1.055,0
34,9,65.11,0.525,0
26,5,47.01,-1.36,0
20,2,52.98,1.15,0
50,6,11.77,-0.17,0
28,6,28.75,0.35,0
40,7,30,-0.315,0
46,9,35.84,-0.84,0
62,4,41.23,0.55,0
44,6,207.52,-5.855,0
24,1,44.34,-1.035,0
28,4,66.8,-0.1,0
46,4,81.83,-0.925,0
34,4,13.55,-2.11,0
22,7,58.04,-7.67,0
58,9,64.82,-1.515,0
58,6,77.63,-2.235,0
32,6,17.24,-0.055,0
70,3,93.47,-14.14,0
42,7,48.98,1.845,0
30,9,40.37,1.35,0
50,8,31.01,2.44,0
30,4,33.24,-0.125,0
44,2,42.79,-2.64,0
48,9,176.93,-8.3,0
42,3,51.44,0.66,0
38,9,69.91,1.06,0
48,6,141.28,-0.8,0
46,7,30.93,-0.145,0
46,7,30.73,0.28,0
26,7,51.22,4.555,0
44,6,81.22,1.075,0
54,9,30,-0.055,0
28,6,34.1,-1.78,0
44,4,52.37,2.68,0
58,4,45.2,2.825,0
56,9,25.72,-0.405,0
54,7,65.77,-0.26,0
46,7,108.41,-0.43,0
56,5,45.5,1.25,0
32,6,28.46,-2.835,0
40,8,11.25,0.035,0
46,7,52.53,0.19,0
30,7,41.15,-0.43,0
50,5,64.55,3.075,0
48,7,24.12,-0.715,0
56,7,32.09,-1.055,0
24,5,22.97,0,0
62,4,30.27,-1.35,0
40,1,52.8,0.4066,0
46,6,174.51,-3.7,0
44,7,34.99,-1.35,0
52,7,128.27,-8.27,0
56,7,49.99,-0.12,0
36,6,37.75,2.04,0
58,1,20.27,0.23,0
42,5,115.8,-2.835,0
40,8,30.25,-1.42,0
32,6,31.98,-0.26,0
60,6,34.98,0.755,0
42,7,140.88,1.39,0
44,6,22.39,0.555,0
42,4,117.43,0.58,0
62,7,26.05,-0.54,0
50,6,16.99,-0.045,0
56,9,89.81,3.975,0
34,6,60.94,1.26,0
38,8,55.76,-2.07,0
42,7,34.99,2.055,0
36,6,30.09,0.3,0
44,9,170.97,-1.285,0
22,7,31.55,-0.94,0
22,2,113.24,-7.355,0
32,7,122.83,-7.75,0
36,5,59.99,-0.6,0
48,9,59.81,3.85,0
32,4,83.22,1.11,0
76,6,90.86,-0.375,0
42,6,52.68,-0.345,0
44,6,46.89,1.15,0
46,7,97.27,-1.015,0
58,9,43.23,-0.055,0
38,4,44.81,-3.595,0
44,6,63.17,-2.33,0
58,6,80.48,-3.74,0
34,6,53.33,0.01,0
48,8,43,0.19,0
54,7,28.49,-0.065,0
56,6,24.99,2.945,0
38,9,52.4,-0.325,0
40,6,19.99,-0.175,0
26,4,85.46,-12.315,0
30,6,63.26,1.285,0
54,7,153.74,-1.65,0
52,6,49.99,5.16,0
58,9,50.37,-0.705,0
34,9,26.24,-0.49,0
50,6,106.94,-2.465,0
34,3,84.69,-1.005,0
28,4,33.86,0.895,0
52,5,34.99,1.16,0
28,5,10.63,-0.43,0
46,7,132.61,10.665,0
44,6,37.07,-0.465,0
44,9,71.63,4.24,0
42,6,51.38,-1.385,0
34,1,59.99,0.35,0
46,9,54.23,0.605,0
54,9,51.23,-4.795,0
42,8,78.81,6.205,0
28,1,87.23,-0.895,0
58,4,33.88,-1.04,0
56,6,50.44,6.125,0
38,5,30.46,0.48,0
62,1,17.24,-0.025,0
32,3,51.14,1.28,0
46,9,92.95,-5.375,0
36,9,225.47,1.605,0
58,9,79.51,8.49,0
28,6,134.17,-9.565,0
46,6,50.33,-0.515,0
58,5,30.09,-0.025,0
72,6,29.99,0.35,0
50,3,59.87,0.07,0
50,6,19.99,0.155,0
32,8,32.54,-0.31,0
42,8,60.74,-0.945,0
46,7,36.64,-0.805,0
32,6,19.99,-0.175,0
50,6,9.68,0.29,0
42,5,34.48,-0.905,0
32,7,115.19,6.32,0
44,4,29.02,-0.01,0
60,5,12.5,0,0
50,9,36.57,6.86,0
60,9,88.85,-0.91,0
48,3,63.79,-1.785,0
76,4,30.24,-0.445,0
28,1,38.66,-2.675,0
60,6,57.41,-1.335,0
64,3,39.99,4.565,0
30,3,49.99,1.935,0
52,7,69.93,3.88,0
34,1,27.03,2.245,0
34,8,40.45,-0.51,0
54,9,63.24,1.01,0
54,2,60.09,1.53,0
26,5,53.43,0.7,0
44,5,34.91,3.075,0
38,6,108.93,-2.165,0
32,5,33.24,0.28,0
54,5,54.58,-1.755,0
50,6,78.74,-0.85,0
80,6,41.38,0.105,0
40,7,53.95,-0.885,0
40,1,83.4,-4.35,0
44,7,30.27,-0.265,0
40,9,82.03,2.36,0
50,5,43.35,-0.385,0
50,9,63.94,-0.84,0
32,5,19.53,0.505,0
36,4,52.17,1.09,0
68,6,11.24,-0.09,0
34,1,117.58,-7.955,0
52,7,24.99,-0.305,0
32,7,50.44,-2.915,0
38,7,30.73,0.23,0
52,8,41.23,-2.74,0
36,9,33.24,-0.01,0
60,5,35.31,0.255,0
48,4,79.44,13.96,0
50,7,46.17,-1.64,0
42,8,50.96,0.14,0
54,6,34.85,-0.215,0
44,9,57.46,3.595,0
62,7,32.44,0.09,0
24,6,30.84,-0.57,0
66,6,26.02,-0.34,0
36,6,11.07,0.5,0
34,7,34.33,1.755,0
32,1,50.51,5.555,0
38,8,37.56,1.09,0
44,4,20.53,-0.23,0
78,4,22.96,3.495,0
52,6,28.18,0.265,0
40,6,78.49,0.285,0
24,6,34.82,0,0
42,9,30.27,0.255,0
68,5,29.99,0.02,0
36,9,48.01,-0.705,0
34,7,220.55,-1.875,0
34,6,132.73,-2.2,0
52,9,72.21,1.305,0
26,1,280.48,-14.39,0
34,6,32.13,-1.62,0
32,6,28.38,1.01,0
54,7,79.97,-1.525,0
52,5,42.91,9.375,0
44,4,43.34,-2.895,0
28,6,35.53,0.015,0
24,6,39.64,-2.45,0
42,6,77.54,-1.86,0
46,7,31.23,-0.045,0
50,5,35.38,-0.95,0
60,9,20.28,-0.515,0
38,6,10,-0.04,0
44,3,33.73,1.14,0
28,5,40.74,1.735,0
28,7,53.69,2.315,0
52,2,36.38,-0.755,0
46,7,50.23,0.28,0
62,4,111.72,-1.085,0
54,9,45,-0.74,0
34,1,38.82,-3.26,0
36,7,52.41,1.895,0
44,5,5,0,0
40,6,43.5,-2.2,0
48,9,86.53,-1.1,0
22,3,94.03,1.735,0
24,2,100.96,4.55,0
40,9,64.69,0.105,0
80,9,29.99,-0.005,0
38,3,62.26,-0.765,0
34,4,63.32,-4.65,0
42,6,37.96,0.005,0
38,2,50.69,-1.35,0
54,6,59.55,4.155,0
30,7,35.85,0.47,0
62,4,47.44,-2.065,0
42,5,91.39,-4.41,0
34,1,54.22,-4.085,0
36,2,68.41,3.015,0
32,6,97.39,-3.42,0
60,9,30.67,-1.08,0
52,4,33.43,-2.3,0
34,5,30.24,0.24,0
42,5,57.99,2.195,0
42,7,73.12,1.015,0
30,6,29.8,0.835,0
32,6,100.67,16.225,0
78,9,15.14,-0.01,0
50,6,38.39,-1.73,0
36,6,133.68,-7.405,0
40,4,35.1,1.67,0
40,6,59.31,2.625,0
62,9,35.24,1.015,0
30,6,107.53,-4.41,0
36,7,44.23,-0.075,0
44,7,16.38,0.375,0
38,9,42.74,2.18,0
36,6,10.18,0.02,0
36,5,42.59,1.23,0
24,7,48.22,-0.075,0
54,9,39.11,10.03,0
38,4,77.21,5.195,0
38,7,81.02,-3.62,0
48,6,49.46,0.11,0
56,7,33.42,-0.135,0
44,9,42.49,0.955,0
40,7,31.14,-0.605,0
64,6,21.58,0.045,0
52,9,37.22,0.235,0
42,6,75.24,1.715,0
60,6,10.19,-0.09,0
48,7,71.88,7.06,0
42,6,20.87,-0.29,0
20,5,44.34,-0.505,0
34,6,22.91,0.29,0
40,5,86.23,-1.255,0
32,6,33.26,0.95,0
46,6,52.83,0.51,0
44,6,29.35,-0.045,0
44,7,51.08,1.315,0
34,5,17.14,-0.07,0
26,3,58.69,3.38,0
66,9,75.24,1.75,0
26,3,67.11,7.35,0
54,6,42.93,-0.465,0
76,5,88.23,7.02,0
28,1,103.49,-3.73,0
72,4,60.46,3.98,0
58,1,59.25,7.71,0
22,1,83.65,-9.96,0
30,5,25.72,0.485,0
68,3,71.67,-3.12,0
56,9,31.55,0.055,0
34,9,46.99,-9.35,0
46,8,113.02,10.52,0
44,5,32.37,0.525,0
32,4,51.66,1.825,0
48,4,43.35,-3.065,0
30,6,133.88,-1.885,0
36,4,96.43,-6.17,0
48,7,40.49,-1.37,0
90,5,39.22,0.99,0
34,9,95.87,0.165,0
44,7,119.68,2.705,0
62,9,30.14,-0.14,0
54,2,10,-0.015,0
34,5,20.17,-0.085,0
44,9,36.83,-0.705,0
34,1,39.08,3.745,0
26,5,14.25,-1.205,0
42,6,65.86,4.27,0
36,6,55.01,-5.42,0
30,5,57.19,-0.93,0
48,7,122.01,-7.035,0
34,8,29.57,-0.49,0
52,9,75.09,-2.245,0
40,6,42.26,-3.525,0
22,6,54.94,1.03,0
36,1,469.67,-19.355,0
38,8,84.41,0.685,0
44,4,325.02,-31.1,0
42,6,38.22,0.005,0
50,7,11.36,-2.215,0
48,7,64.83,-2.19,0
46,5,18.28,2.675,0
58,6,30.25,-0.31,0
60,6,45.13,1.685,0
28,9,91.84,-9.51,0
44,7,50.25,-0.175,0
46,5,31.79,-0.295,0
20,5,86.29,0,0
52,9,160.27,10.93,0
60,9,10,-0.565,0
44,6,23.64,-0.33,0
36,8,54.31,0.315,0
36,8,71.83,-2.53,0
32,6,62.26,-1.27,0
72,4,38.58,-1.1,0
34,6,17.44,-0.185,0
56,9,49.99,-0.175,0
26,6,67.23,-2.155,0
52,8,70.28,-2.19,0
58,6,36.32,-0.35,0
52,3,30.45,-0.17,0
38,8,131.6,-4.385,0
40,7,30.24,0.275,0
58,1,126.06,2.59,0
52,2,47.76,3.265,0
28,6,30.26,0.11,0
32,9,51.48,0.415,0
48,6,115.1,0.83,0
28,6,34.98,1.91,0
56,9,33.47,-0.44,0
